Năm Dữ Liệu (Year),Miền (Region),Vùng Kinh Tế (Zone),Tỉnh/Thành Phố (City),Mức Giá (Price),Diện Tích (Area),Địa Chỉ Chi Tiết (Address)
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,1.98 tỷ,35m²,"Đường Tân Thới Hiệp 7, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,5.43 tỷ,86m²,"Dự án HaDo Centrosa Garden, Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,3.02 tỷ,75m²,"Dự án Flora Novia, Đường Phạm Văn Đồng, Phường Linh Tây, Thủ Đức, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,109.8 tỷ,136m²,"Phố Hai Bà Trưng, Phường Bến Nghé, Quận 1, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,Bình Dương,1.52 tỷ,108m²,"Phường Tân Phước Khánh, Tân Uyên, Bình Dương"
2022,Miền Nam,Đông Nam Bộ,Bình Dương,817 triệu,100m²,"Đường ĐT 749C, Xã Lai Uyên, Bàu Bàng, Bình Dương"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,2.56 tỷ,45m²,"Dự án Eco Green Sài Gòn, Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,Đồng Nai,9 triệu/m²,100m²,"Dự án Biên Hòa New City, Đường Quốc Lộ 51, Xã Phước Tân, Biên Hòa, Đồng Nai"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,10.37 tỷ,87.5m²,"Đường Số 7, Phường Linh Trung, Thủ Đức, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,Thỏa thuận,52m²,"Dự án Richmond City, Bình Thạnh, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,5.18 tỷ,82m²,"Dự án Vinhomes Central Park, 208 Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,Bình Dương,756 triệu,Không xác định,"Thuận An, Bình Dương"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,56.12 tỷ,180m²,"Phường Tân Quy, Quận 7, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,1.68 tỷ,Không xác định,"Dự án S45 Riverside, Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,76.86 tỷ,364.5m²,"149/30, Đường Bành Văn Trân, Phường 7, Tân Bình, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,31.72 tỷ,184m²,"Đường 42, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,2.29 tỷ,67m²,"Dự án Lavita Charm, Đường 1, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,1.77 tỷ,90m²,"Đường Võ Văn Bích, Xã Bình Mỹ, Củ Chi, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,7.32 tỷ,70m²,"Dự án Vinhomes Golden River Ba Son, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,Bình Phước,87.03 tỷ,123366m²,"Đường ĐT753, Xã Tân Hòa, Đồng Phú, Bình Phước"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,2.89 tỷ,100m²,"Phường Tân Hưng Thuận, Quận 12, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,Bình Dương,486 triệu,60m²,"Dự án Tân Phước Khánh Village, Đường Tân Phước Khánh 7, Phường Tân Phước Khánh, Tân Uyên, Bình Dương"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,549 triệu,100m²,"Đường 92, Xã Tân Phú Trung, Củ Chi, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,6.1 tỷ,137m²,"Dự án Saigon Pearl, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,50 triệu/m²,70m²,"Dự án Sunshine City Sài Gòn, Đường Phú Thuận, Phường Tân Phú, Quận 7, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,Bình Phước,585 triệu,310m²,"Đường Quốc lộ 14, Chơn Thành, Bình Phước"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,1.83 tỷ,100m²,"Đường Phạm Văn Hai, Bình Chánh, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,2.81 tỷ,70m²,"Dự án Central Premium, Phố Tạ Quang Bửu, Phường 5, Quận 8, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,36.6 tỷ,220m²,"107/12, Đường Vườn Chuối, Phường 4, Quận 3, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,Bà Rịa - Vũng Tàu,427 triệu,125m²,"Đường Mỹ Xuân - Ngãi Giao, Xã Hắc Dịch, Phú Mỹ, Bà Rịa Vũng Tàu"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,5.37 tỷ,80m²,"Đường Đào Tông Nguyên, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,Đồng Nai,2.9 triệu/m²,11950m²,"Đường Hùng Vương, Xã Phú Đông, Nhơn Trạch, Đồng Nai"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,1.71 tỷ,58m²,"Dự án 9 View Apartment, Đường Tăng Nhơn Phú, Phường Phước Long B, Quận 9, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,5.0 tỷ,100m²,"Dự án The Estella, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,19.52 tỷ,893m²,"Đường Hà Huy Giáp, Quận 12, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,170.8 tỷ,148.4m²,"Đường Trương Định, Phường 6, Quận 3, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,2.28 tỷ,73m²,"Dự án Citi Home, Phường Cát Lái, Quận 2, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,2.2 tỷ,60m²,"Dự án KDC Long Phước, Đường Long Thuận, Phường Long Phước, Quận 9, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,951 triệu,40m²,"Bình Chánh, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,829 triệu,130m²,"Đường Trần Văn Giàu, Phường Tân Tạo, Bình Tân, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,1.71 tỷ,140m²,"Bình Chánh, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,11.35 tỷ,80m²,"Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,Bình Dương,42 triệu/m²,340m²,"Phường An Bình, Dĩ An, Bình Dương"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,5.61 tỷ,80m²,"Dự án Xi Grand Court, Phố Lý Thường Kiệt, Phường 14, Quận 10, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,Thỏa thuận,98m²,"Dự án Jamila Khang Điền, Đường Song Hành, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,Bà Rịa - Vũng Tàu,1.71 tỷ,90m²,"Dự án Baria Residence, Bà Rịa, Bà Rịa Vũng Tàu"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,Thỏa thuận,38m²,"Dự án Richmond City, Phố Nguyễn Xí, Phường 26, Bình Thạnh, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,7.93 tỷ,104m²,"Hẻm 2295, Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,1.59 tỷ,65m²,"Dự án Moonlight Residences,102  Đường Đặng Văn Bi, Phường Bình Thọ, Thủ Đức, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,2.35 tỷ,60m²,"Dự án The Pegasuite, Phố Tạ Quang Bửu, Phường 6, Quận 8, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,6.06 tỷ,75m²,"Dự án Park Riverside Tân Cảng, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,5.06 tỷ,90m²,"Dự án Dragon Village, Quận 9, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,2.87 tỷ,36m²,"Phố Mai Hắc Đế, Quận 8, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,Thỏa thuận,144m²,Vinciy Ocean Park
2022,Miền Nam,Đông Nam Bộ,Đồng Nai,915 triệu,100m²,"Dự án Eco Town Long Thành, Đường Nguyễn Hải, Xã An Phước, Long Thành, Đồng Nai"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,2.2 tỷ,60m²,"Dự án KDC Long Phước, Đường Long Thuận, Phường Long Phước, Quận 9, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,Đồng Nai,1.71 tỷ,100m²,"Dự án Biên Hòa New City, Đường Quốc Lộ 51, Xã Phước Tân, Biên Hòa, Đồng Nai"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,927 triệu,125m²,"Đường Tỉnh Lộ 10, Xã Phạm Văn Hai, Bình Chánh, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,4.76 tỷ,Không xác định,"Dự án Rome Diamond Lotus, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,1.88 tỷ,62m²,"Dự án EHome 3, Đường Hồ Học Lãm, Phường An Lạc, Bình Tân, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,4.33 tỷ,72m²,"Đường Thạnh Xuân 40, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,Bình Dương,5.25,100mÂ²,"PhÆ°á»�ng PhÃº Lá»£i, Thá»§ Dáº§u Má»™t, Bình Dương"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,Thá»�a thuáº­n,80mÂ²,"Phá»‘ Nguyá»…n XÃ­, BÃ¬nh Tháº¡nh, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,47 triá»‡u/mÂ²,70mÂ²,"Dá»± Ã¡n Sunshine City SÃ i GÃ²n, Quáº­n 7, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,65 triá»‡u/mÂ²,71mÂ²,"Dá»± Ã¡n Paris HoÃ ng Kim, Phá»‘ LÆ°Æ¡ng Ä�á»‹nh Cá»§a, PhÆ°á»�ng BÃ¬nh KhÃ¡nh, Quáº­n 2, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,1.46 tỷ,85m²,"Đường Hồ Văn Tắng, Xã Tân Phú Trung, Củ Chi, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,5.37 tỷ,109m²,"Dự án The Sun Avenue, 28 Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,3.05 tỷ,36m²,"Dự án Vinhomes Central Park, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,Bình Dương,719 triệu,80m²,"Đường ĐT 749, Bàu Bàng, Bình Dương"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,2.81 tỷ,Không xác định,"Dự án Masteri Millennium, Đường Bến Vân Đồn, Phường 6, Quận 4, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,160 triệu/m²,237.5m²,"Đường Nguyễn Thị Thập, Phường Tân Hưng, Quận 7, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,5.79 tỷ,75m²,"Dự án Newton Residence, Phú Nhuận, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,3.9 tỷ,55m²,"Phường 16, Quận 8, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,3.21 tỷ,56m²,"Dự án The Sun Avenue, 28 Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,6.22 tỷ,86m²,"Dự án Garden Gate, Đường Hoàng Minh Giám, Phường 9, Phú Nhuận, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,6.95 tỷ,105.6m²,"Đường Võ Thị Hồi, Xã Xuân Thới Sơn, Hóc Môn, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,2.26 tỷ,67m²,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,2.55 tỷ,44.5m²,"Dự án Eco Green Sài Gòn, Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,Bình Dương,29 triệu/m²,Không xác định,"Dự án Opal Boulevard, Đường Phạm Văn Đồng, Phường Bình An, Dĩ An, Bình Dương"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,5.49 tỷ,105m²,"Dự án Golden Mansion, Đường Phổ Quang, Phường 9, Phú Nhuận, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,3.32 tỷ,68m²,"Dự án Moonlight Residences, Đường Đặng Văn Bi, Phường Bình Thọ, Thủ Đức, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,Bà Rịa - Vũng Tàu,1.95 tỷ,Không xác định,"Dự án Oyster Gành Hào, Đường Trần Phú, Phường 5, Vũng Tàu, Bà Rịa Vũng Tàu"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,Thỏa thuận,68m²,"Dự án Vinhomes Golden River Ba Son, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,Bình Dương,976 triệu,150m²,"Dự án Mỹ Phước 3, Xã Thới Hòa, Bến Cát, Bình Dương"
2022,Miền Nam,Đông Nam Bộ,Đồng Nai,1207 triệu,100m²,"Dự án Airport New Center, Long Thành, Đồng Nai"
2022,Miền Nam,Đông Nam Bộ,Bà Rịa - Vũng Tàu,1171 triệu,470m²,"Đường Mỹ Xuân - Ngãi Giao, Xã Mỹ Xuân, Phú Mỹ, Bà Rịa Vũng Tàu"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,5.12 tỷ,84m²,"Dự án Saigon Pearl, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,3.17 tỷ,55m²,"Dự án The Sun Avenue, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,6.95,160mÂ²,"Dá»± Ã¡n Aqua City, BiÃªn HÃ²a, Ä�á»“ng Nai"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,4.03 tỷ,75m²,"Dự án Lucky Dragon, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,31.72 tỷ,192.5m²,"Đường Phan Văn Trị, Phường 7, Gò Vấp, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,Đồng Nai,396 triệu,120m²,"Phố Phùng Hưng, Xã Đồi 61, Trảng Bom, Đồng Nai"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,10.37 tỷ,150m²,"Dự án Estella Heights, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,829 triệu,80m²,"Đường Trần Văn Giàu, Xã Lê Minh Xuân, Bình Chánh, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,Đồng Nai,878 triệu,90m²,"Dự án Mega City 2, Đường 25C, Xã Phú Hội, Nhơn Trạch, Đồng Nai"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,Thỏa thuận,250m²,"Xã Quảng Hưng, Quảng Trạch, Quảng Bình"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,36.6 tỷ,280m²,"39, Đường Sương Nguyệt Ánh, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,7.32 tỷ,123m²,"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,5.12 tỷ,105m²,"Đường Lê Quý Đôn, Phường Bình Thọ, Thủ Đức, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,549 triệu,64m²,"Đường Phạm Văn Sáng, Xã Vĩnh Lộc A, Bình Chánh, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,1.89 tỷ,53m²,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,65 triá»‡u/mÂ²,69mÂ²,"Dá»± Ã¡n Paris HoÃ ng Kim, Phá»‘ LÆ°Æ¡ng Ä�á»‹nh Cá»§a, PhÆ°á»�ng BÃ¬nh KhÃ¡nh, Quáº­n 2, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,2.93 tỷ,75m²,"Dự án Đạt Gia Residence, Đường Cây Keo, Phường Tam Phú, Thủ Đức, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,45 triệu/m²,200m²,"Dự án Thạnh Mỹ Lợi, Phường  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,Bà Rịa - Vũng Tàu,793 triệu,500m²,"Đường Hội Bài - Châu Pha, Xã Phú Mỹ, Phú Mỹ, Bà Rịa Vũng Tàu"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,24.28 tỷ,115.9m²,"Đường Pasteur, Phường 8, Quận 3, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,71.98 tỷ,162.5m²,"385A, Đường Cộng Hòa, Tân Bình, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,Đồng Nai,8 triệu/m²,Không xác định,"Dự án Long Tân City, Đường 25C, Xã Long Tân, Nhơn Trạch, Đồng Nai"
2022,Miền Nam,Đông Nam Bộ,Bình Dương,9 triệu/m²,100m²,"Dự án Khu dân cư Nam Tân Uyên, Tân Uyên, Bình Dương"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,3.66 tỷ,77m²,"Dự án Hiệp Thành City, Đường Nguyễn Thị Búp, Phường Hiệp Thành, Quận 12, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,35 triệu/m²,284m²,"Quận 9, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,13.91 tỷ,76m²,"Dự án The Grand Manhattan, Đường Cô Giang, Phường Cô Giang, Quận 1, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,1159 triệu,40m²,"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,Thỏa thuận,Không xác định,"Dự án Aio City, Bình Tân, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,4.09 tỷ,132m²,"Dự án La Astoria, Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,1.83 tỷ,68m²,"Dự án Green Park Bình Tân, Bình Tân, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,7.69 tỷ,52m²,"Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,3.9 tỷ,75m²,"Dự án Lucky Dragon, Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,30 triệu/m²,72m²,"Đường Phạm Văn Đồng, Phường Linh Trung, Thủ Đức, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,Đồng Nai,5 triệu/m²,500m²,"Xã Long Phước, Long Thành, Đồng Nai"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,1.59 tỷ,52m²,"Dự án Richmond City, Phố Nguyễn Xí, Phường 26, Bình Thạnh, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,Bình Dương,1098 triệu,60m²,"Phường Bình Chuẩn, Thuận An, Bình Dương"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,15.25 tỷ,1063m²,"Phường Long Phước, Quận 9, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,11.59 tỷ,56m²,"Đường Huỳnh Văn Bánh, Phường 11, Phú Nhuận, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,Thỏa thuận,Không xác định,"Hxh 373 - Lý Thường Kiệt, Phường 9, Tân Bình, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,1195 triệu,73m²,"Đường Quang Trung, Phường Chánh Lộ, Quảng Ngãi, Quảng Ngãi"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,9.64 tỷ,59.7m²,"Đường Nguyễn Thái Sơn, Gò Vấp, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,3.66 tỷ,Không xác định,"Dự án Hiệp Thành City, Phường Hiệp Thành, Quận 12, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,Đồng Nai,7.5 triệu/m²,Không xác định,"Dự án Nhơn Trạch, Nhơn Trạch, Đồng Nai"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,1.98 tỷ,34m²,"Đường Lê Đức Thọ, Phường 13, Gò Vấp, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,3.17 tỷ,89m²,"Dự án The Era Town, Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,5.37 tỷ,72m²,"Dự án Kingdom 101, Đường Tô Hiến Thành, Phường 14, Quận 10, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,Bà Rịa - Vũng Tàu,12 triệu/m²,100m²,"Đường Tỉnh lộ 44A, Long Điền, Bà Rịa Vũng Tàu"
2022,Miền Nam,Đông Nam Bộ,Đồng Nai,1.59 tỷ,90m²,"Dự án Tiến Lộc Garden, Nhơn Trạch, Đồng Nai"
2022,Miền Nam,Đông Nam Bộ,Bình Dương,683 triệu,50m²,"Đường 17, Phường Tân Phước Khánh, Tân Uyên, Bình Dương"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,1.57 tỷ,70m²,"Đường Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,17.69 tỷ,55.6m²,"22, Đường Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,4.03 tỷ,56m²,"Đường Bùi Tư Toàn, Phường An Lạc, Bình Tân, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,Bình Dương,610.0,100mÂ²,"Dá»± Ã¡n KDC Ä�á»©c PhÃ¡t, Ä�Æ°á»�ng Quá»‘c Lá»™ 13, XÃ£ Lai UyÃªn, BÃ u BÃ ng, Bình Dương"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,2.24 tỷ,72m²,"Dự án 4S Riverside Linh Đông, Thủ Đức, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,10.37 tỷ,247m²,"Đường Cây Trâm, Phường 9, Gò Vấp, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,Bình Dương,1.59 tỷ,120m²,"Phường Tân Bình, Dĩ An, Bình Dương"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,1122 triệu,40m²,"Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,Bình Dương,4 triệu/m²,100m²,"Đường ĐT 749, Xã Lai Uyên, Bàu Bàng, Bình Dương"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,610 triệu,90m²,"Đường Quốc Lộ 22, Củ Chi, Hồ Chí Minh"
2022,Miền Nam,Đông Nam Bộ,Đồng Nai,7.08 tỷ,160m²,"Dự án Aqua City, Xã Long Hưng, Biên Hòa, Đồng Nai"
2022,Miền Nam,Đông Nam Bộ,Đồng Nai,707 triệu,100m²,"Đường Bàu Cạn, Thị trấn Long Thành, Long Thành, Đồng Nai"
2022,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,4.45 tỷ,72m²,"Đường 46, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
